image_url,temple_name
https://assets.churchofjesuschrist.org/dc/ff/dcff55ec15033805eee0a2b55b31adee09b7003f/kinshasa_temple_exterior.jpeg,Kinshasa
https://assets.churchofjesuschrist.org/de/11/de1199e88728cc27217125bcca1eb84af5025ff6/helsinki_finland_temple_lds.jpeg,Helsinki Finland
https://assets.churchofjesuschrist.org/de/2a/de2a4c6582ecb02ed4177b13f513dacba7d9fb15/rome_italy_temple.jpeg,Rome Italy
https://assets.churchofjesuschrist.org/e0/12/e012ebb4075dc7976a314471fc0a3b3058e37c1a/cochabamba_bolivia_temple_lds.jpeg,Cochabamba Bolivia
https://assets.churchofjesuschrist.org/e0/8c/e08c5f68d919c3673ee7777429291c372b906e2f/quetzaltenango_guatemala_temple_lds.jpeg,Quetzaltenango Guatemala
https://assets.churchofjesuschrist.org/e2/ed/e2ed87c928912468fe3882ef21c7851b6b9bb0ac/sao_paulo_brazil_temple_lds.jpeg,Sao Paulo Brazil
https://assets.churchofjesuschrist.org/e4/09/e40917022f073fee847f707bdd922d4a91cce778/tuxtla_gutierrez_mexico_temple.jpeg,Tuxtla Gutierrez Mexico
https://assets.churchofjesuschrist.org/e4/4e/e44ebe67de2711eda107eeeeac1eee8d9c71a610/bentonville_arkansas_temple_exterior.jpeg,Bentonville Arkansas
https://assets.churchofjesuschrist.org/e6/84/e684590314190a6a9846c2299d3b0f3a0a8ece65/louisville_temple_lds.jpeg,Louisville
https://assets.churchofjesuschrist.org/e8/b5/e8b5e8acfbb15ac4c69db04d50894fe72861b6b8/st_george_temple_lds.jpeg,St George
https://assets.churchofjesuschrist.org/e9/1c/e91cc88104bc19e8b7be17415951eec3e7be9442/recife_brazil_temple_lds.jpeg,Recife Brazil
https://assets.churchofjesuschrist.org/ea/81/ea817531789318cff9d81198cdc39923708b7b79/accra_ghana_temple_lds.jpeg,Accra Ghana
https://assets.churchofjesuschrist.org/ed/1e/ed1ed51c7d1b0dfa3fec7decafbc373297df3cd3/guatemala_lds_temple.jpeg,Guatemala Lds
https://assets.churchofjesuschrist.org/ef/3f/ef3fb798000c70abe12474ea7ed2535fa4b22c42/jordan_river_temple_lds.jpeg,Jordan River
https://assets.churchofjesuschrist.org/f1/af/f1af7ca8298c87f7f5a701a29e7559f9f358618f/meridian_idaho_temple_front_view.jpeg,Meridian Idaho Temple
https://assets.churchofjesuschrist.org/f4/31/f431fe56971da9b9003d8991c2091c88305253e6/ciudad_juarez_mexico_temple_lds.jpeg,Ciudad Juarez Mexico
https://assets.churchofjesuschrist.org/f5/ad/f5add01178f02edd063ed997171f3d4a58aa1899/detroit_temple_lds.jpeg,Detroit
https://assets.churchofjesuschrist.org/fa/0c/fa0c80f38e63d292488221a87926420df3e2ec83/newport_beach_temple_lds.jpeg,Newport Beach
https://assets.churchofjesuschrist.org/fe/90/fe90ecb3fc8a72241e1906b4bed1296650b0a0e7/calgary_alberta_lds_temple.jpeg,Calgary Alberta Lds
https://assets.churchofjesuschrist.org/ff/4a/ff4a46066f5e11ed8bc5eeeeac1ec0a6213e3522/winnipeg_manitoba_temple_exterior_overcast.png,Winnipeg Manitoba Temple Exterior
https://assets.churchofjesuschrist.org/ff/8c/ff8c7df0c3ca5323549b8f87790ec42c0ce18662/provo_city_center_temple_exterior.jpeg,Provo City Center
https://assets.churchofjesuschrist.org/pz/bg/pzbgoqroqro0q90zz9w6nft8cmopyu0edvuj0j1g/lds_temples.jpeg,Lds
https://assets.churchofjesuschrist.org/ve/sa/vesa35w2sbdhztr3du0dml1kxj0rt4ks1e6ciwxr/tallahassee_florida_temple_exteriors.jpeg,Tallahassee Florida
